NAME,B01003_001E,B19013_001E,B25077_001E,B25024_002E,B25024_003E,B25024_004E,B25024_005E,B25024_006E,B25024_007E,B25024_008E,B25024_001E,state,place
"Eatons Neck CDP, New York",1255,208125,758800,512,0,5,13,0,0,0,537,36,23316
"Eden CDP, New York",3154,86544,192300,1076,9,74,11,59,0,0,1229,36,23404
"Edmeston CDP, New York",473,49318,134000,172,7,34,18,26,0,31,311,36,23602
"Edwards CDP, New York",477,53438,66900,138,0,5,18,3,0,0,167,36,23635
"Eggertsville CDP, New York",14577,74085,167400,5082,124,842,456,98,18,67,6756,36,23701
"Elba village, New York",520,71250,112900,196,1,9,14,0,0,0,227,36,23745
"Elbridge village, New York",1313,53946,130000,460,12,36,36,16,0,0,563,36,23789
"Eldred CDP, New York",199,52634,198600,175,0,0,0,0,0,0,183,36,23811
"Elizabethtown CDP, New York",596,66979,149200,237,0,9,19,12,13,5,314,36,23822
"Ellenville village, New York",4209,53846,148700,1002,79,334,326,78,0,8,1868,36,23965
"Ellicottville village, New York",395,83750,265000,364,68,30,32,22,0,0,564,36,24020
"Ellisburg village, New York",194,56875,158300,57,5,9,0,0,0,0,72,36,24075
"Elma Center CDP, New York",3742,94122,338300,1175,130,88,0,0,0,15,1424,36,24141
"Elmira city, New York",26737,41675,78200,5968,304,2786,1271,978,181,223,12230,36,24229
"Elmira Heights village, New York",4265,51213,85600,1146,99,397,221,73,58,0,2122,36,24251
"Elmont CDP, New York",36741,104539,451200,8331,215,1067,275,125,51,115,10538,36,24273
"Elmsford village, New York",5176,110894,472100,912,129,166,204,74,86,67,1786,36,24295
"Elwood CDP, New York",11722,150549,574000,3575,83,32,46,6,0,8,3768,36,24405
"Endicott village, New York",13588,42035,89600,2764,193,2111,960,470,267,234,7227,36,24515
"Endwell CDP, New York",11795,63961,140500,4020,117,491,379,253,47,147,5615,36,24526
"Erin CDP, New York",515,44545,50000,71,3,3,0,0,0,0,176,36,24625
"Esperance village, New York",285,61875,139700,110,2,13,10,9,0,0,148,36,24713
"Evans Mills village, New York",527,47344,162500,158,0,27,83,0,0,21,295,36,24823
"Fabius village, New York",395,58750,116300,139,8,11,19,0,0,0,179,36,24867
"Fair Haven village, New York",1107,62768,131800,717,9,0,7,11,15,13,823,36,24988
"Fairmount CDP, New York",10292,74896,143200,3687,64,34,46,83,283,158,4435,36,25043
"Fairport village, New York",5452,79637,220100,1862,178,524,30,24,76,91,2821,36,25076
"Fairview CDP (Dutchess County), New York",6044,84068,215400,1670,94,24,159,96,86,21,2335,36,25109
"Fairview CDP (Westchester County), New York",3390,59394,428600,454,62,125,33,57,194,36,1119,36,25120
"Falconer village, New York",2301,47717,75300,723,0,222,92,35,61,12,1202,36,25164
"Fallsburg CDP, New York",2771,30231,-666666666,531,220,174,10,11,24,0,1008,36,25230
"Farmingdale village, New York",8468,116103,427600,1953,161,179,121,164,353,361,3635,36,25384
"Farmingville CDP, New York",16909,123276,376500,4723,25,22,26,37,39,0,4989,36,25417
"Farnham village, New York",484,44643,116200,161,0,10,16,0,0,0,189,36,25428
"Fayetteville village, New York",4282,111533,211100,1305,311,95,136,81,103,0,2046,36,25527
"Felts Mills CDP, New York",462,40793,71600,127,0,0,0,0,0,0,188,36,25571
"Fillmore CDP, New York",590,57344,78900,171,0,8,5,19,12,0,244,36,25747
"Fire Island CDP, New York",347,96250,463600,2922,29,59,32,30,52,42,3187,36,25839
"Firthcliffe CDP, New York",5260,95285,291800,1492,43,90,289,99,80,58,2266,36,25857
"Fishers Island CDP, New York",58,46250,-666666666,359,2,9,7,0,0,0,383,36,25923
"Fishers Landing CDP, New York",58,67083,79000,191,0,0,0,0,0,0,305,36,25934
"Fishkill village, New York",1978,88345,195700,270,7,56,90,439,182,75,1139,36,25967
"Flanders CDP, New York",6380,85907,336800,2002,0,87,0,0,0,0,2189,36,26121
"Fleischmanns village, New York",276,82750,179200,243,5,24,46,0,8,0,326,36,26209
"Floral Park village, New York",16180,143788,621000,4062,99,829,121,100,230,276,5787,36,26264
"Florida village, New York",2921,101250,289300,671,245,49,45,8,0,12,1049,36,26319
"Flower Hill village, New York",4796,246533,1607600,1446,52,0,0,0,14,95,1639,36,26352
"Fly Creek CDP, New York",254,60167,178800,192,0,0,9,11,0,0,223,36,26418
"Fonda village, New York",531,42262,79600,147,0,49,14,19,7,26,285,36,26462
"Forest Home CDP, New York",923,-666666666,582500,141,30,22,106,30,63,34,477,36,26561
"Forestville CDP, New York",731,37917,83200,204,0,50,25,0,0,0,329,36,26649
"Fort Ann village, New York",441,76964,119000,155,0,5,11,10,0,0,192,36,26704
"Fort Covington CDP, New York",1251,51705,87000,420,21,36,15,0,8,0,562,36,26726
"Fort Drum CDP, New York",15895,53167,-666666666,545,1569,321,1388,227,101,171,4467,36,26759
"Fort Edward village, New York",3201,53297,114300,999,54,124,133,76,20,12,1418,36,26770
"Fort Johnson village, New York",561,54135,99200,206,0,25,0,0,0,0,235,36,26880
"Fort Montgomery CDP, New York",1790,78333,273900,444,0,57,15,25,0,0,731,36,26902
"Fort Plain village, New York",1833,36466,64400,488,16,284,63,97,11,0,1043,36,26924
"Fort Salonga CDP, New York",9708,161853,698000,3289,168,0,0,0,21,0,3478,36,26946
"Fowlerville CDP, New York",269,96103,118100,73,0,0,0,0,0,0,73,36,27133
"Frankfort village, New York",2296,48378,95300,820,9,179,78,29,22,11,1156,36,27188
"Franklin village, New York",342,69286,165700,124,1,36,39,0,0,0,200,36,27221
"Franklin Square CDP, New York",32381,123334,559200,8554,79,1124,77,8,137,31,10077,36,27309
"Franklinville village, New York",2019,60833,78900,607,9,134,74,0,5,9,847,36,27331
"Fredonia village, New York",10018,57240,150100,2271,180,414,313,292,105,186,4068,36,27419
"Freedom Plains CDP, New York",647,39279,225400,5,179,0,23,34,45,0,286,36,27452
"Freeport village, New York",44328,100507,387200,9478,240,847,374,302,527,1168,15035,36,27485
"Freeville village, New York",447,69583,164100,178,0,4,24,29,0,0,235,36,27529
"Frewsburg CDP, New York",1670,39737,85000,540,18,20,26,0,0,0,604,36,27672
"Friendship CDP, New York",841,45521,50800,307,6,15,17,0,12,0,405,36,27694
"Fulton city, New York",11461,46959,81000,2960,56,798,637,229,150,111,5293,36,27815
"Fultonville village, New York",656,76528,114400,223,0,20,37,0,0,0,290,36,27859
"Gainesville village, New York",272,66875,91100,98,0,7,12,5,0,0,125,36,27969
"Galeville CDP, New York",4340,65260,103900,1446,54,87,57,103,26,49,2005,36,28035
"Galway village, New York",192,52188,178600,65,1,11,0,0,0,0,89,36,28101
"Gananda CDP, New York",6435,96464,169900,1963,164,14,56,257,0,22,2476,36,28138
"Gang Mills CDP, New York",4751,131342,234400,1241,16,13,0,319,51,54,1872,36,28145
"Garden City village, New York",23087,185188,881200,6512,23,41,0,224,182,328,7912,36,28178
"Garden City Park CDP, New York",7807,118405,665800,2142,16,154,31,0,0,16,2472,36,28189
"Garden City South CDP, New York",4090,133814,590900,1212,5,65,39,0,0,0,1343,36,28200
"Gardiner CDP, New York",794,96065,259800,230,0,21,7,0,0,0,258,36,28244
"Gardnertown CDP, New York",4262,92031,237200,1557,0,65,0,0,0,0,1658,36,28310
"Garrattsville CDP, New York",168,63438,105600,71,0,0,0,0,0,0,80,36,28376
"Gasport CDP, New York",1396,50335,110900,625,0,17,0,0,0,0,642,36,28431
"Gates CDP, New York",5220,69157,129900,2071,7,0,0,14,0,7,2099,36,28453
"Geneseo village, New York",8140,34223,171700,926,100,188,173,437,159,154,2195,36,28618
"Geneva city, New York",12577,56019,106100,2842,85,607,569,383,318,225,5192,36,28640
"Germantown CDP, New York",1020,83340,299700,485,22,5,12,7,6,19,661,36,28761
"Ghent CDP, New York",454,-666666666,194400,194,0,85,0,0,0,0,279,36,28860
"Gilbertsville village, New York",332,88125,133500,179,5,5,14,0,0,0,206,36,28959
"Gilgo CDP, New York",209,250001,821900,117,0,0,0,0,0,0,117,36,28990
"Glasco CDP, New York",2219,48958,259500,422,173,199,145,39,40,12,1101,36,29014
"Glen Aubrey CDP, New York",223,78750,88000,62,0,0,5,5,0,0,163,36,29058
"Glen Cove city, New York",28187,81693,535100,5897,526,1433,614,582,203,549,10974,36,29113
"Glen Head CDP, New York",4839,121563,681500,1498,107,159,61,10,0,0,1855,36,29245
"Glen Park village, New York",618,33750,148500,185,1,13,10,0,0,0,243,36,29322
"Glens Falls city, New York",14784,60907,162000,3595,65,1551,551,727,250,227,7292,36,29333
"Glens Falls North CDP, New York",9160,78041,232000,2583,324,153,148,589,228,161,4410,36,29338
"Glenwood Landing CDP, New York",3760,111525,674800,1503,0,11,0,0,0,0,1514,36,29421
"Gloversville city, New York",15211,42363,77200,3559,54,2305,753,342,81,116,7566,36,29443
"Golden's Bridge CDP, New York",1601,242353,575900,398,148,18,14,0,0,20,598,36,29476
"Gordon Heights CDP, New York",4377,96144,332600,1242,0,0,32,0,0,0,1274,36,29509
"Gorham CDP, New York",587,82083,169600,213,0,31,0,0,0,0,244,36,29520
"Goshen village, New York",5705,66746,299600,1374,149,113,223,121,150,152,2548,36,29542
"Gouverneur village, New York",3667,33929,84200,980,30,392,232,0,41,164,1987,36,29597
"Gowanda village, New York",3263,44515,76100,818,17,163,152,39,7,77,1286,36,29630
"Grahamsville CDP, New York",488,76750,191800,136,8,32,0,0,0,0,202,36,29707
"Grand View-on-Hudson village, New York",241,134808,1036800,113,0,0,1,2,6,0,122,36,29872
"Grandyle Village CDP, New York",5133,81804,148700,1807,32,301,52,0,0,0,2192,36,29894
"Granville village, New York",2291,45156,105500,626,0,186,238,91,5,68,1220,36,30026
"Great Bend CDP, New York",1348,56125,111700,228,50,0,0,0,0,0,428,36,30136
"Great Neck village, New York",11034,107695,893100,2505,19,87,115,79,45,318,3651,36,30169
"Great Neck Estates village, New York",2935,161538,1563900,869,6,0,19,0,39,40,1022,36,30191
"Great Neck Gardens CDP, New York",1258,-666666666,941500,315,0,0,0,0,0,0,450,36,30202
"Great Neck Plaza village, New York",7429,95676,399800,104,81,29,52,77,358,1768,4139,36,30213
"Great River CDP, New York",2188,135893,645100,683,8,26,0,55,54,82,928,36,30235
"Greece CDP, New York",14628,68821,126900,4487,351,12,487,577,42,317,6621,36,30279
"Greene village, New York",1653,52321,123900,424,8,92,53,139,0,27,792,36,30411
"Green Island village, New York",2957,57750,134300,347,0,735,214,80,58,47,1493,36,30521
"Greenlawn CDP, New York",15115,127024,482300,4143,173,148,43,93,82,30,4745,36,30543
"Greenport village, New York",2543,66655,605000,882,42,245,127,109,48,19,1482,36,30576
"Greenport West CDP, New York",2202,64867,653400,1208,103,0,119,101,26,9,1690,36,30581
"Greenvale CDP, New York",947,138542,585300,255,0,30,10,0,0,0,295,36,30598
"Greenville CDP (Greene County), New York",629,71625,180900,156,75,70,12,0,0,0,320,36,30609
"Greenville CDP (Westchester County), New York",9417,158445,880800,2077,0,0,161,89,121,189,4042,36,30642
"Greenwich village, New York",2142,69875,179000,581,3,213,106,3,6,15,930,36,30675
"Greenwood Lake village, New York",3055,95481,259600,1251,49,30,73,27,0,0,1430,36,30752
"Greigsville CDP, New York",186,51429,-666666666,57,0,0,0,21,0,0,78,36,30807
"Groton village, New York",1892,56688,132400,601,0,53,119,54,15,61,956,36,30961
"Groveland Station CDP, New York",403,79554,97100,114,0,14,0,0,0,0,140,36,31022
"Guilford CDP, New York",201,68000,103600,94,42,36,0,0,0,0,177,36,31137
"Hadley CDP, New York",1171,54224,167700,426,0,12,23,23,0,0,541,36,31258
"Hagaman village, New York",1208,60313,150200,552,15,85,33,6,0,0,691,36,31291
"Hailesboro CDP, New York",699,46250,68500,273,0,0,0,28,23,19,354,36,31346
"Haines Falls CDP, New York",119,-666666666,-666666666,115,0,22,23,0,0,0,160,36,31357
"Halesite CDP, New York",2620,150677,654200,905,9,22,0,73,0,20,1029,36,31445
"Hall CDP, New York",287,56250,137500,154,0,0,0,0,0,0,154,36,31533
"Hamburg village, New York",9722,82645,199700,3105,124,512,248,226,21,0,4432,36,31643
"Hamilton village, New York",3754,54327,215400,643,18,104,117,31,103,71,1093,36,31709
"Hamilton College CDP, New York",1927,-666666666,-666666666,0,0,0,0,3,0,0,3,36,31746
"Hamlin CDP, New York",5299,55719,117000,1486,28,41,97,69,36,0,2184,36,31786
"Hammond village, New York",283,47344,82700,102,0,6,2,13,1,0,126,36,31830
"Hammondsport village, New York",582,58125,167100,277,2,26,52,7,12,3,381,36,31852
"Hampton Bays CDP, New York",16546,103513,581900,7827,46,182,132,112,360,48,8934,36,31896
"Hampton Manor CDP, New York",5511,98429,204400,1874,70,225,90,97,22,14,2392,36,31918
"Hancock village, New York",974,34500,117900,362,7,96,25,26,26,20,565,36,31940
"Hankins CDP, New York",100,-666666666,216700,38,0,15,19,0,0,0,82,36,31973
"Hannawa Falls CDP, New York",904,86856,147000,494,11,35,13,0,0,0,588,36,32006
"Hannibal village, New York",733,63333,92900,198,6,20,43,0,0,0,281,36,32017
"Harbor Hills CDP, New York",388,183750,1506600,133,0,0,0,0,0,0,133,36,32094
"Harbor Isle CDP, New York",1338,160903,529600,402,0,0,0,0,0,0,409,36,32105
"Harriman village, New York",3168,78942,232100,364,87,125,95,262,148,17,1233,36,32325
"Harris Hill CDP, New York",6078,89243,234200,2025,0,105,108,43,108,63,2508,36,32391
"Harrison village, New York",28635,142665,894000,4527,595,2145,562,184,126,156,8689,36,32402
"Hartsdale CDP, New York",2964,146250,334800,622,5,30,131,106,138,130,1424,36,32523
"Hartwick CDP, New York",527,77386,151000,160,0,66,23,0,0,0,281,36,32578
"Hartwick Seminary CDP, New York",416,45500,204500,99,0,11,0,0,0,0,135,36,32597
"Hastings-on-Hudson village, New York",8505,171719,728300,1808,107,149,242,251,104,308,3165,36,32710
"Hauppauge CDP, New York",19967,127789,531800,5450,466,208,120,514,249,21,7193,36,32732
"Haverstraw village, New York",12292,69839,287200,1221,582,418,616,318,56,172,3912,36,32754
"Haviland CDP, New York",3513,78466,219400,1088,17,26,25,27,36,0,1434,36,32776
"Hawthorne CDP, New York",4609,120505,613100,1434,13,107,55,29,11,12,1716,36,32842
"Head of the Harbor village, New York",1533,245469,955900,580,1,0,0,0,0,0,584,36,32963
"Hemlock CDP, New York",640,78456,145100,250,0,0,0,0,0,0,285,36,33128
"Hempstead village, New York",58532,74680,358200,8114,485,1324,804,704,702,1349,18057,36,33139
"Henderson CDP, New York",273,27917,128600,48,0,9,17,7,0,31,114,36,34044
"Heritage Hills CDP, New York",4050,82416,404300,433,2035,191,101,72,0,0,2843,36,34118
"Herkimer village, New York",7239,51051,95800,1811,52,385,481,163,194,262,3711,36,34121
"Hermon CDP, New York",477,55167,78300,133,0,0,4,0,21,0,183,36,34165
"Herricks CDP, New York",4163,170078,699500,1248,15,0,0,0,0,0,1263,36,34198
"Herrings CDP, New York",58,-666666666,78300,27,0,0,0,0,0,0,29,36,34220
"Heuvelton village, New York",696,56250,93900,237,5,7,0,11,0,22,318,36,34264
"Hewlett CDP, New York",7256,136071,595300,1590,28,101,132,110,275,90,2533,36,34286
"Hewlett Bay Park village, New York",322,250001,2000001,127,0,0,0,0,0,0,127,36,34297
"Hewlett Harbor village, New York",1019,250001,1049700,359,0,0,0,0,0,0,359,36,34308
"Hewlett Neck village, New York",669,250001,1162200,177,0,0,0,0,0,0,177,36,34319
"Hicksville CDP, New York",43107,123230,506500,12726,181,312,435,61,137,10,13879,36,34374
"High Falls CDP, New York",554,51894,165700,206,0,4,47,0,0,0,273,36,34451
"Highland CDP, New York",6473,79182,273900,1104,540,279,278,252,11,165,2662,36,34484
"Highland Falls village, New York",3747,96068,266900,961,39,261,185,130,89,69,1801,36,34495
"Highland-on-the-Lake CDP, New York",3962,76689,136100,1188,133,30,0,35,81,16,1530,36,34528
"Hillburn village, New York",1110,79091,349400,220,32,48,50,0,11,0,361,36,34660
"Hillcrest CDP, New York",8667,125850,426600,1519,182,67,57,19,14,9,1867,36,34693
"Hillside CDP, New York",787,121250,340100,394,0,7,0,0,0,0,401,36,34786
"Hillside Lake CDP, New York",1291,112115,279700,437,0,9,0,0,0,0,446,36,34803
"Hilton village, New York",6015,69289,143500,1415,176,21,93,417,0,30,2300,36,34847
"Hobart village, New York",469,64063,125000,120,0,20,25,28,4,0,215,36,34979
"Holbrook CDP, New York",26958,123665,412300,6777,750,198,217,424,363,236,9323,36,35056
"Holland CDP, New York",1226,45804,152700,347,6,85,50,45,0,0,533,36,35111
"Holland Patent village, New York",302,79125,155000,125,3,10,10,7,0,0,155,36,35144
"Holley village, New York",1960,53889,98400,509,11,75,75,136,15,5,836,36,35155
"Holtsville CDP, New York",19497,118883,393600,4880,731,157,150,142,333,68,6726,36,35254
"Homer village, New York",3183,59350,132500,1157,25,114,138,34,39,46,1553,36,35276
"Honeoye CDP, New York",638,65225,124000,254,29,0,84,29,0,0,431,36,35353
"Honeoye Falls village, New York",2779,77104,193400,585,58,112,105,105,83,92,1248,36,35364
"Hoosick Falls village, New York",3255,54744,132000,771,31,431,145,77,0,80,1746,36,35474
"Hopewell Junction CDP, New York",881,109773,-666666666,238,46,0,0,0,0,0,317,36,35573
"Hornell city, New York",8284,46735,69000,2371,74,772,369,149,137,308,4240,36,35672
"Horseheads village, New York",6564,53964,119200,2128,22,197,220,210,298,53,3370,36,35694
"Horseheads North CDP, New York",2765,68897,176300,806,118,94,30,0,0,0,1111,36,35710
"Hortonville CDP, New York",305,79688,160800,121,4,6,18,6,0,0,155,36,35738
"Houghton CDP, New York",1681,80625,127500,224,0,9,38,0,0,0,271,36,35771
"Hudson city, New York",5964,40417,240800,899,346,711,609,305,143,23,3311,36,35969
"Hudson Falls village, New York",7413,54013,137800,2291,54,338,526,310,29,72,3903,36,35980
"Hunt CDP, New York",51,23750,70000,20,3,2,0,0,0,0,29,36,36156
"Hunter village, New York",354,-666666666,182700,479,111,48,6,22,37,27,730,36,36167
"Huntington CDP, New York",19397,133193,648500,6981,310,393,476,50,21,59,8323,36,36233
"Huntington Bay village, New York",1737,250001,1297300,716,5,4,0,0,0,4,729,36,37022
"Huntington Station CDP, New York",34050,104871,414200,8477,1057,966,212,253,193,141,11551,36,37044
"Hurley CDP, New York",3533,96188,238300,1457,0,31,27,0,0,0,1668,36,37132
"Hurleyville CDP, New York",1317,60417,233300,422,0,25,35,67,0,11,569,36,37154
"Hyde Park CDP, New York",2145,77008,244900,826,9,42,28,85,0,0,990,36,37198
"Ilion village, New York",7826,62832,78500,2329,12,586,178,32,82,23,3615,36,37275
"Interlaken village, New York",486,48125,118900,181,0,42,33,5,0,41,321,36,37528
"Inwood CDP, New York",10533,65298,456800,1560,243,411,546,145,12,57,3143,36,37583
"Irondequoit CDP, New York",51054,68969,134800,19057,368,425,993,1627,313,330,23838,36,37737
"Irvington village, New York",6594,184732,801900,1120,348,198,209,256,63,68,2470,36,37803
"Islandia village, New York",3541,100771,351800,1000,115,11,30,14,7,5,1209,36,37840
"Island Park village, New York",4901,84183,433500,855,25,726,9,0,67,75,1764,36,37847
"Islip CDP, New York",17441,111549,398900,4868,459,137,361,95,156,248,6506,36,37869
"Islip Terrace CDP, New York",5542,140714,373800,1693,58,19,72,9,9,0,1860,36,38022
"Ithaca city, New York",31819,40973,282000,3963,477,2006,1535,1785,834,1271,13861,36,38077
"Jacksonville CDP, New York",452,69338,163100,171,0,18,23,0,0,0,212,36,38209
"Jamesport CDP, New York",1591,84060,596200,1169,0,19,0,0,54,0,1242,36,38253
"Jamestown city, New York",28818,36162,66100,7513,149,3326,1544,516,274,578,14344,36,38264
"Jamestown West CDP, New York",2543,65608,130900,1006,22,110,0,10,91,45,1284,36,38275
"Jefferson CDP, New York",166,37083,130100,81,0,0,17,0,0,0,108,36,38429
"Jefferson Heights CDP, New York",888,56250,137500,283,0,14,26,54,0,15,434,36,38451
"Jefferson Valley-Yorktown CDP, New York",14168,138300,458700,4128,483,117,379,164,149,26,5455,36,38500
"Jeffersonville village, New York",403,63125,145500,151,0,4,19,8,0,0,200,36,38506
"Jericho CDP, New York",14526,157132,826400,3441,530,3,53,293,53,0,4600,36,38539
"Johnson City village, New York",15275,45545,94600,4236,151,943,722,871,429,172,7811,36,38748
"Johnstown city, New York",8247,54068,112400,2220,76,919,432,185,124,90,4173,36,38781
"Jordan village, New York",1527,64167,114100,436,13,59,43,30,43,42,676,36,38825
"Kaser village, New York",5433,26525,1057700,21,100,90,329,397,196,0,1133,36,38934
"Katonah CDP, New York",1907,178594,659200,570,18,81,23,0,0,0,692,36,38946
"Kauneonga Lake CDP, New York",531,-666666666,122900,291,22,18,14,0,0,9,375,36,38985
"Keeseville CDP, New York",2856,54695,100700,979,11,36,106,36,36,45,1441,36,39089
"Kenmore village, New York",15207,72946,152600,4829,74,1857,157,84,70,78,7530,36,39232
"Kennedy CDP, New York",248,-666666666,59200,136,0,21,0,0,0,0,174,36,39243
"Kensington village, New York",1299,193417,1375000,361,0,0,0,0,0,3,453,36,39309
"Kerhonkson CDP, New York",2328,67819,204500,856,10,93,24,38,0,0,1056,36,39397
"Keuka Park CDP, New York",1153,69583,187500,177,0,20,0,0,0,0,197,36,39463
"Kiamesha Lake CDP, New York",268,68507,109400,130,63,0,0,0,55,0,248,36,39485
"Kinderhook village, New York",1370,83269,289200,532,16,40,20,46,0,2,656,36,39562
"Kings Park CDP, New York",16008,107261,462100,5181,417,227,217,234,126,9,6585,36,39672
"Kings Point village, New York",5493,153603,2000001,1412,0,0,0,0,0,0,1412,36,39694
"Kingston city, New York",23972,58840,198900,4724,514,2027,1256,672,623,321,10643,36,39727
"Kiryas Joel village, New York",32498,39826,566100,170,92,167,616,2558,1615,816,6069,36,39853
"Kysorville CDP, New York",58,66667,-666666666,18,0,0,0,0,0,0,42,36,40175
"Lackawanna city, New York",19697,43824,102900,4096,366,2348,1200,564,115,82,9324,36,40189
"Lacona village, New York",738,67313,128600,237,0,24,45,2,0,0,335,36,40200
"La Fargeville CDP, New York",677,-666666666,131700,115,6,0,94,0,0,5,246,36,40233
"Lake Carmel CDP, New York",7854,90183,290300,2473,287,159,9,28,17,0,2996,36,40398
"Lake Delta CDP, New York",3011,81830,198100,1192,39,25,22,10,0,0,1325,36,40475
"Lake Erie Beach CDP, New York",3266,54922,102900,2071,0,24,20,0,0,0,2150,36,40486
"Lake George village, New York",954,48087,255900,404,2,126,124,13,11,18,704,36,40508
"Lake Grove village, New York",11110,110804,449900,3114,105,34,0,250,118,25,3807,36,40530
"Lake Huntington CDP, New York",260,-666666666,262500,186,0,18,19,6,0,0,239,36,40552
"Lake Katrine CDP, New York",2465,56360,171000,468,98,9,26,104,112,0,997,36,40585
"Lakeland CDP, New York",2558,79412,136500,998,20,19,0,9,27,9,1187,36,40607
"Lake Luzerne CDP, New York",1386,46848,172500,1044,14,0,0,9,0,0,1150,36,40651
"Lake Mohegan CDP, New York",5645,139135,409800,1425,134,196,122,74,0,0,2100,36,40689
"Lake Placid village, New York",2221,47050,319000,903,103,169,310,202,0,63,1934,36,40761
"Lake Ronkonkoma CDP, New York",18214,92147,389100,5553,154,150,124,203,207,174,6869,36,40838
"Lake Success village, New York",2856,241029,1313300,768,0,0,0,0,0,0,777,36,40937
"Lakeview CDP, New York",6064,150245,424300,1433,0,18,0,0,0,0,1469,36,41003
"Lakeville CDP, New York",773,-666666666,-666666666,222,0,0,24,0,0,0,400,36,41036
"Lakewood village, New York",2988,61435,113300,1011,40,282,58,41,7,54,1563,36,41069
"Lancaster village, New York",10046,57316,139400,3354,106,629,700,159,37,20,5170,36,41135
"Lansing village, New York",3811,79875,291800,449,141,151,152,271,322,58,1714,36,41223
"Larchmont village, New York",6532,214186,1217400,1506,55,0,0,97,0,260,2202,36,41333
"Latham CDP, New York",14076,93327,255400,3608,510,177,300,320,591,179,6009,36,41399
"Lattingtown village, New York",2116,242917,1415800,746,10,5,0,13,0,0,774,36,41432
"Laurel CDP, New York",871,107460,617800,854,0,0,0,0,0,0,854,36,41465
"Laurel Hollow village, New York",1993,250001,1371000,650,0,0,0,0,0,0,650,36,41487
"Laurens village, New York",198,43188,119400,68,0,5,42,3,0,0,136,36,41520
"Lawrence village, New York",6793,153668,1125000,1358,0,96,35,94,30,126,2003,36,41553
"Leeds CDP, New York",375,-666666666,162500,133,0,29,24,0,0,0,196,36,41784
"Leicester village, New York",520,85000,122200,175,3,13,17,4,2,0,231,36,41872
"Le Roy village, New York",4346,57872,119600,1225,0,141,245,453,43,24,2190,36,42026
"Levittown CDP, New York",52540,128173,445700,16335,218,251,93,122,183,89,17378,36,42081
"Lewiston village, New York",2555,61359,192200,851,68,63,75,60,193,89,1424,36,42147
"Liberty village, New York",4956,34651,117700,822,0,248,411,387,122,134,2174,36,42224
"Lido Beach CDP, New York",2886,170000,721000,909,53,36,8,16,0,13,1259,36,42279
"Lima village, New York",2257,60563,149400,584,6,31,16,103,56,6,864,36,42323
"Lime Lake CDP, New York",763,49259,152200,423,0,8,17,0,0,0,575,36,42345
"Limestone CDP, New York",484,39500,62800,166,0,3,0,0,18,0,211,36,42378
"Lincolndale CDP, New York",1418,139467,413800,407,109,0,0,0,0,0,516,36,42455
"Lincoln Park CDP, New York",2371,60658,206100,548,7,28,34,145,178,13,1117,36,42488
"Lindenhurst village, New York",27169,106548,395100,7676,194,957,88,92,60,21,9121,36,42554
"Linwood CDP, New York",14,-666666666,-666666666,7,0,0,0,0,0,0,7,36,42609
"Lisle village, New York",221,58594,93100,79,0,0,5,0,0,0,94,36,42642
"Little Falls city, New York",4634,45958,69400,1181,42,572,184,146,0,26,2261,36,42741
"Little Valley village, New York",1094,38182,69400,307,0,39,38,48,0,31,463,36,42829
"Liverpool village, New York",2235,63393,148200,785,72,129,48,49,60,13,1173,36,42884
"Livingston Manor CDP, New York",784,29844,-666666666,406,0,0,0,30,0,21,578,36,42928
"Livonia village, New York",1480,62224,152900,374,3,27,160,63,11,13,653,36,42950
"Livonia Center CDP, New York",271,55000,156000,74,0,15,0,0,0,0,130,36,42972
"Lloyd Harbor village, New York",3577,215929,1396700,1165,90,0,0,2,0,0,1257,36,43005
"Loch Sheldrake CDP, New York",1499,51515,-666666666,480,81,187,35,34,0,0,847,36,43038
"Lockport city, New York",20876,51819,103900,6244,226,1252,1189,1120,156,99,10557,36,43082
"Locust Valley CDP, New York",3607,126369,653800,1165,0,98,23,0,0,0,1286,36,43192
"Lodi village, New York",297,43750,74400,122,0,7,13,0,0,0,162,36,43214
"Long Beach city, New York",34820,115525,570900,6564,434,2754,498,472,357,1105,16146,36,43335
"Long Lake CDP, New York",352,68750,191100,678,5,15,3,1,1,0,732,36,43401
"Lorenz Park CDP, New York",1919,77857,160200,465,6,23,23,0,0,58,811,36,43511
"Lorraine CDP, New York",98,56875,57500,40,0,0,0,0,0,0,56,36,43533
"Loudonville CDP, New York",10152,118138,302700,3848,45,142,43,0,23,0,4101,36,43566
"Lowville village, New York",3592,51875,142200,1061,24,113,380,53,0,139,1795,36,43720
"Lynbrook village, New York",20325,126832,519200,4465,119,1369,169,64,102,275,7430,36,43874
"Lyncourt CDP, New York",4173,51774,93400,1180,73,252,69,79,170,0,1900,36,43885
"Lyndonville village, New York",774,49342,87800,254,4,35,3,53,6,0,362,36,43918
"Lyon Mountain CDP, New York",256,85804,42700,150,0,0,0,0,19,0,169,36,43951
"Lyons CDP, New York",3492,55583,79800,1149,96,159,110,98,38,29,1704,36,43962
"Lyons Falls village, New York",546,51354,87600,213,2,14,6,0,9,0,259,36,44006
"MacDonnell Heights CDP, New York",1282,122353,235400,495,0,0,0,0,0,0,495,36,44105
"Macedon CDP, New York",1858,60000,150300,502,51,15,7,46,37,5,810,36,44149
"McGraw village, New York",1331,56328,88300,334,7,102,22,23,19,0,510,36,44193
